FALSE,今回は無し,,避難所では食べてはいけないものありますか？,水分管理には十分に注意してください。ラーメン、うどん、豚汁の汁は飲まないでください。,
FALSE,今回は無し,,用意しておいた方が良いものはありますか？,備蓄品を家で用意する場合は塩分のない白米のα化米、スパゲッティもあると便利です。たんぱく質源にツナ缶や焼き鳥缶を用意しておくと良さそうです。普段食べ慣れているお菓子類もあると良いでしょう。,
FALSE,今回は無し,,避難所で出るジュースや牛乳は飲まない方が良いですか？,水やお茶を制限しながら飲むことをおすすめします。,
FALSE,今回は無し,,備蓄していた缶詰が賞味期限が切れていましたが食べても大丈夫ですか？,災害時は普段と違う生活で免疫力の低下が起きやすいと言われます。いつも以上に衛生面に食品を取り扱ってください。期限切れのものは食べないようにしましょう。普段からローリングストックで期限が切れないように管理してください。,
FALSE,,,,,
FALSE,,,,,
FALSE,,食事療法,水分は1日どのくらいまで摂ってよいですか？,透析間体重増加が６％未満が望ましいとされています。（⑨と質問被っているので合体していいと思います。）,
FALSE,,食事療法,水分制限に炭酸飲料も含まれますか？,含まれます。お酒や氷なども含めて水分管理が必要です。,
FALSE,,食事療法,体重増加が多いときはどう調整すればいいですか？,食塩を取り過ぎていないか確認して下さい。,
FALSE,,食事療法,塩分は1日何gまでが目安ですか？,食塩の制限は1日６ｇ未満です。,
FALSE,,調理・外食の工夫,塩分の少ない調味料にはどんなものがありますか？,マヨネーズやケチャップはしょうゆやソースと同じ量で比較すると塩分が少ないです。減塩をうたった商品も多数製品化されています、塩化カリウムで味付けしている製品はカリウムを含むので注意して下さい。,
FALSE,,調理・外食の工夫,塩分控えめでも美味しく食べる工夫は？,香辛料や酢をきかせたり、香味野菜を活用すると塩分が少なくても美味しく食べられます。焼き色や香ばしさを出すこともおすすめです。,
FALSE,,,カリウムの低い野菜や果物はどれですか？,,
FALSE,,,カリウムを制限するにはどうすればいいですか？,,
FALSE,,,野菜はどう調理すれば安全ですか？,,
FALSE,,調理・外食の工夫,カリウムを減らす調理方法はありますか？,カリウムは水溶性のため切り口から水に溶けだします。食材を細かく切って水にさらしたり、お湯でゆがいて水気をしぼると減らせます。,
FALSE,,,リンを減らすためにはどんな工夫がありますか？,,
FALSE,,調理・外食の工夫,調理法でリンを減らせますか？,リンは水に溶ける性質があるため水さらしや茹でこぼしは有効です。添加物の無機リンも水に溶けやすいためウインナーの皮に切れ目を入れて茹でるとリンを減らせます。インスタントラーメンは麺をゆがいたお湯はすて、スープを新しいお湯で作ると麺のリンを減らせます。,
FALSE,,食事療法,インスタント食品は食べてもいいですか？,リンが多く、食塩摂取量も多くなります、通販で腎臓病患者さん用のインスタント食品もありますので一度検索してください。ただ、簡便で保存が効くという利点もあり上手に活用してください。,
FALSE,,調理・外食の工夫,外食するときに注意すべきことは？,食べ過ぎ、飲み過ぎに注意して下さい。服薬忘れのないよう注意して下さい。,
FALSE,,調理・外食の工夫,旅行中の食事で注意することは？,食べ過ぎ、飲み過ぎに注意して、服薬忘れのないようにして楽しんできて下さい。,
FALSE,,食事療法,ファストフードは控えた方がいいですか？,添加物の無機リンが多く、ポテトフライはカリウムが多い食品です、食塩摂取量も多くなることが考えられます。控えた方が望ましいかもしれません。,
FALSE,,食事療法,高カロリーで低リンの食品には何がありますか？,油,
FALSE,,食事療法,リン吸着薬は食事と一緒でないと効かないのですか？,はい,
FALSE,,食事療法,カルシウムの摂り方で注意することはありますか？,カルシウムは血液の中に増えすぎるとリンとくっついて異所性石灰化を起こすリスクが高まり、低すぎると不整脈を起こすリスクがあります。食品から意識して摂るとリンも多くなることが考えられます。,
FALSE,,,牛乳は飲んでもいいですか？,牛乳にはコップ1杯（200ml）当たりカリウム310㎎リン190㎎含まれます。カリウムやリンが多いので注意してください。,
FALSE,,,チーズはどのくらい食べても大丈夫ですか？,カマンベールチーズなら１かけ（15g）、プロセスチーズなら１かけ（10g）を目安にしてみましょう。,
FALSE,,,アルコールは飲んでもいいですか？,お酒を飲むことで肝臓に負担をかけることはよく知られています、透析患者さんではそれに加えてお酒も水分制限の範囲内に抑える必要があります。,
FALSE,,,ノンアルコールビールは大丈夫ですか？,水分制限の範囲内に収めて下さい,
FALSE,,食事療法,コーヒーやお茶は制限がありますか？,水分制限の範囲内に収めて下さい,
FALSE,,食事療法,プロテインサプリは飲んでも大丈夫ですか？,プロテインの種類によってはリンが高くなってしまったり尿素窒素が高くなってしまうこともあります。一方で低栄養の改善が期待できます。,
FALSE,,食事療法,卵は1日何個まで食べてもいいですか？,毎日たべるなら1日1個を目安にして下さい。,
FALSE,,,肉や魚はどのくらい食べてもよいですか？,1日のたんぱく質摂取量は0.9～1.2g/kg標準体重が目安です。,
FALSE,,,栄養士による食事相談は定期的にありますか？,いつでもご相談ください。,
FALSE,,,栄養士による栄養指導は受けられますか？,はい,
FALSE,,,食事指導は家族も一緒に受けられますか？,はい,
FALSE,,,自宅で記録した食事内容を見てもらえますか？,はい,
FALSE,,,インターネットやアプリで食事管理できますか？,腎臓病患者さん用のアプリもあるようです。,
FALSE,,,食べ過ぎてしまったときはどうしたらいいですか？,反省しましょう,
FALSE,,,冷凍食品は食べてもよいですか？,食べてもよいです。腎臓病患者さん用の冷凍宅配弁当もあります。,
FALSE,,,サプリメントや健康食品を飲んでも大丈夫ですか？,青汁などはカリウムが非常に多く含まれ飲まないほうがよいものもあります。他方、乳酸菌サプリメントなど腸内環境の改善が期待できるものもあります。,
FALSE,,,栄養補助飲料は透析患者でも飲めますか？,腎臓病患者さん用むけの商品もあります。,
FALSE,,,低タンパク食品は利用すべきですか？,カリウムやリンが普段から高い患者さんは利用効果があると思います。,
FALSE,,,食事制限がつらいときの工夫は？,1日1食だけ透析食弁当を利用する,
FALSE,,,食欲が落ちたときに栄養を補う方法は？,栄養補助食品の利用など手間なく摂取できるものをおすすめします。さらには自分の好きなもの、味の濃いもの、食べたいものを優先してください。,
FALSE,,,食事量が少なくても問題ないですか？,問題ありです。,
FALSE,,,和菓子や洋菓子はどちらが良いですか？,どちらにしても食べ過ぎないようにしましょう。,
FALSE,,,季節ごとの注意点はありますか？（例：夏の水分、冬の鍋料理）,春は果物のカリウム、夏は夏バテによる食欲低下、秋は味覚の秋からカリウム注意、冬は忘年会や新年会での食べ過ぎ注意,
FALSE,,,季節ごとのレシピや工夫は提供してもらえますか？,,
FALSE,,,透析中に食事はとれますか？,透析室内での食事は現在ご遠慮いただいております。,
FALSE,確認依頼,災害時,塩分が多い非常食しかないとき、少しでも負担を減らす工夫はありますか？,塩分が多い缶詰や加工食品を食べるときは、汁を切ったり水で軽く洗ったりして塩分を減らし、食べる量も少なめに調整しましょう。また、白米や白粥など塩分の少ない主食や、保存可能な低塩食品を優先すると安心です。缶詰やレトルト食品を食べるときは表示してある栄養成分表の食塩相当量やナトリウムを目安にして下さい。1食で２ｇを超えないようにしましょう。例えばレトルトカレーの食塩相当量が2.5ｇと表示されている場合は2割ほどルーを残すようにします。栄養表示がナトリウムで記載されているときはナトリウム７９０mgで食塩相当量約２ｇになります。また、栄養表示は1製品当たりでなく100g当たりで表示されていることもあるので注意してください。,
FALSE,確認依頼,災害時,経口補水液（ORS）は災害時に使ってもよいですか？注意点はありますか？,経口補水液（ORS）は、ナトリウムやカリウムを含むため、透析患者には注意が必要です。使用する際は、医師と相談し、必要な場合に限り使用するようにしましょう。,
FALSE,確認依頼,災害時,非常食として用意しておいたほうがよいお菓子や間食の工夫は？,エネルギー補給に有効なお菓子として、マシュマロやゼリー、飴などがあります。これらは無塩かつ高エネルギーで、透析患者にとって非常時のカロリー補給に適しています。賞味期限の長い備蓄用のようかんやウエハースなども食塩相当量が少なくなっています。,
FALSE,確認依頼,災害時,炊き出しの食事（カレー、汁物など）が出た場合、どう対応すればよいですか？,炊き出しの食事には塩分やカリウムが多く含まれている可能性があります。食べる量を少なめにし、他の食品と組み合わせてバランスをとるようにしましょう。マイカードを作成しておいて、炊き出しの盛り付け時に提示すると便利です。,
FALSE,確認依頼,災害時,野菜や果物が配られた場合、カリウム管理のためにどのように食べればよいですか？,配られた野菜や果物は、カリウムが多く含まれている可能性があります。特にバナナなどは避け、摂取する場合は量を少なめにし、他の食品と組み合わせてバランスをとるようにしましょう。,
FALSE,確認依頼,災害時,缶詰やレトルト食品の栄養成分表示で、どの項目を最も注意して見ればよいですか？,栄養成分表示では、「ナトリウム（食塩相当量）」「カリウム」「リン」の含有量に特に注意しましょう。これらの成分が多いと、透析患者には負担が大きくなります。栄養成分表示ではカリウムやリンの表示がされていないものも多くあります、原材料表示で「リン酸塩」や「乳化剤」「かんすい」「膨張剤」「酸味料」「pH調整剤」などと書いてあるものは無機リンを含む可能性があります。,
FALSE,確認依頼,災害時,サプリメントや栄養補助食品は、非常時の栄養管理に有効ですか？,サプリメントや栄養補助食品は、必要な栄養素を補うために有効ですが、透析患者の場合、特にリンやカリウムの摂取に注意が必要です。使用する際は、医師と相談し、適切なものを選ぶようにしましょう。,
FALSE,確認依頼,災害時,加工食品ばかりになるとき、どんな点に注意すべきですか？,加工食品は塩分やリン、カリウムが多くなりがちです。可能であれば、少量ずつ分けて食べ、他の食品（低カリウム野菜や水煮の魚など）と組み合わせて栄養バランスを調整しましょう。加工食品であってもパック白ご飯は塩分、リン、カリウムが少ないです、透析の回数が減ったり時間が短縮された場合は主食のごはんからしっかりエネルギーを確保して缶詰などのたんぱく質摂取は通常の食事の半分程度に減らすことも有効です。,
,,,加工食品ばかりになるとき、どんな点に注意すべきですか？,,
